a,video_id,author,likes,published,updated,text,teks_new,teks_new_lower,"sentimen (1 negatif, 2 netral, 3 positif)"
UgxtR7qy9sjMNIDvZOV4AaABAg,41RGl7dq8YQ,@fikianugrah8425,0,2025-02-22T00:32:15Z,2025-02-22T00:32:15Z,sebenernya yg berisik ini cuma yg 16 dan 24 aja,sebenernya yg berisik ini cuma yg 16 dan 24 aja,sebenernya yg berisik ini cuma yg 16 dan 24 aja,2
UgwthofKp4qpYltX0d94AaABAg,41RGl7dq8YQ,@novonovo7544,0,2025-02-22T00:31:30Z,2025-02-22T00:31:30Z,Waspada propaganda agen media Eropa Singapura Australia kelompok agen peliharaan dolar sinagong Eropa demo mahasiswa mahasewa nasi bungkus Roky gurung dan kelompok pdi  rakyat Indonesia cerdas cermat menilai akal'sehat meganalisa,Waspada propaganda agen media Eropa Singapura Australia kelompok agen peliharaan dolar sinagong Eropa demo mahasiswa mahasewa nasi bungkus Roky gurung dan kelompok pdi  rakyat Indonesia cerdas cermat menilai akal'sehat meganalisa,waspada propaganda agen media eropa singapura australia kelompok agen peliharaan dolar sinagong eropa demo mahasiswa mahasewa nasi bungkus roky gurung dan kelompok pdi  rakyat indonesia cerdas cermat menilai akal'sehat meganalisa,3
UgzhYZf4N2fyhMoOkj14AaABAg,41RGl7dq8YQ,@JW182_Jon,0,2025-02-21T23:46:20Z,2025-02-21T23:46:20Z,"Efisiensi anggaran pendidikan, ga mampu cari pendanaan lg ? Pemerintah miskin inovatif","Efisiensi anggaran pendidikan, ga mampu cari pendanaan lg ? Pemerintah miskin inovatif","efisiensi anggaran pendidikan, ga mampu cari pendanaan lg ? pemerintah miskin inovatif",1
UgwKFroEz9XSKq6YOm14AaABAg,41RGl7dq8YQ,@yovitaardeana,0,2025-02-21T17:56:46Z,2025-02-21T17:56:46Z,"Setuju efisiensi, tapi mbok yaa yg di atas yg diefisiensi, ini yg diefisiensi malah yg bawah yg langsung berdampak parah","Setuju efisiensi, tapi mbok ya yg di atas yg diefisiensi, ini yg diefisiensi malah yg bawah yg langsung berdampak parah","setuju efisiensi, tapi mbok yaa yg di atas yg diefisiensi, ini yg diefisiensi malah yg bawah yg langsung berdampak parah",2
UgxmVcAz4nj1bVQIfc54AaABAg,41RGl7dq8YQ,@muamar6217,0,2025-02-21T16:19:35Z,2025-02-21T16:19:35Z,"Naik sih engga, persentasenta nanti berubah, persentase UKT kelas bawah pasti berkurang","Naik sih engga, persentasenya nanti berubah, persentase UKT kelas bawah pasti berkurang","naik sih engga, persentasenta nanti berubah, persentase ukt kelas bawah pasti berkurang",1
UgwoA3xWJo_Y98Mb-qd4AaABAg,41RGl7dq8YQ,@gegen6668,0,2025-02-21T15:39:35Z,2025-02-21T15:39:35Z,"Tolak efisiensi anggaran? 
Tidak masuk akal.. 
Sektor Swasta tidak kena dampak.. 
Hanya ASN yang berdampak, artinya... 
Mahasiswa atas nama ASN yang selama ini main2 anggaran ya? Dengan kegiatan ngasal tidak jelas... 
Pasti keluarganya ASN yang selama ini main2 anggaran.. 
Catat nama MAHASISWA SELIDIKI SIAPA ORANG TUANYA... 
PECAT ASN YANG TIDAK MENGIKUTI INSTRUKSI EFISIENSI ANGGARAN.","Tolak efisiensi anggaran? 
Tidak masuk akal.. 
Sektor Swasta tidak kena dampak.. 
Hanya ASN yang berdampak, artinya... 
Mahasiswa atas nama ASN yang selama ini main2 anggaran ya? Dengan kegiatan ngasal tidak jelas... 
Pasti keluarganya ASN yang selama ini main2 anggaran.. 
Catat nama MAHASISWA SELIDIKI SIAPA ORANG TUANYA... 
PECAT ASN YANG TIDAK MENGIKUTI INSTRUKSI EFISIENSI ANGGARAN.","tolak efisiensi anggaran? 
tidak masuk akal.. 
sektor swasta tidak kena dampak.. 
hanya asn yang berdampak, artinya... 
mahasiswa atas nama asn yang selama ini main2 anggaran ya? dengan kegiatan ngasal tidak jelas... 
pasti keluarganya asn yang selama ini main2 anggaran.. 
catat nama mahasiswa selidiki siapa orang tuanya... 
pecat asn yang tidak mengikuti instruksi efisiensi anggaran.",1
Ugxdq-lDkypTItE6LlB4AaABAg,41RGl7dq8YQ,@EndikPurnama-y5r,0,2025-02-21T15:03:49Z,2025-02-21T15:03:49Z,"Blng x kuliah tapi mau aj di bodohin sama sekelompok orang. Coba cari dulu akar masalahx. Demo yg bermanfat dek . Kerahkan mahasiswa seluruh indonesia untuk satu suara, sahkan uu perampasan aset","Bilangnya kuliah tapi mau aja di bodohin sama sekelompok orang. Coba cari dulu akar masalahnya. Demo yg bermanfat dek . Kerahkan mahasiswa seluruh indonesia untuk satu suara, sahkan uu perampasan aset","blng x kuliah tapi mau aj di bodohin sama sekelompok orang. coba cari dulu akar masalahx. demo yg bermanfat dek . kerahkan mahasiswa seluruh indonesia untuk satu suara, sahkan uu perampasan aset",3
UgzzqH6tsZJ1PzXodCp4AaABAg,41RGl7dq8YQ,@abimudachanel6113,0,2025-02-21T14:41:48Z,2025-02-21T14:41:48Z,Jangan ikut bodoh Bu ,Jangan ikut bodoh Bu,jangan ikut bodoh bu,1
UgzkkOKQa1WREO9hlAZ4AaABAg,41RGl7dq8YQ,@yudarahmawati6960,0,2025-02-21T14:19:17Z,2025-02-21T14:19:17Z,"Kalo pejabat hanya menyengsarakan rakyat ,mending presidene impor ae ke korut","Kalo pejabat hanya menyengsarakan rakyat ,mending presiden nya impor aja ke korut","kalo pejabat hanya menyengsarakan rakyat ,mending presidene impor ae ke korut",1
UgxtL5sLCzN1HEA_df54AaABAg,41RGl7dq8YQ,@J.Simamora-g9f,0,2025-02-21T13:42:06Z,2025-02-21T13:42:06Z,Hai orang2 pintar dengarkan bu stella ini dan contoh rela menerima penghasilan lebih kecil demi pengabdian untuk bangsa dan negara,Hai orang-orang pintar dengarkan bu stella ini dan contoh rela menerima penghasilan lebih kecil demi pengabdian untuk bangsa dan negara,hai orang2 pintar dengarkan bu stella ini dan contoh rela menerima penghasilan lebih kecil demi pengabdian untuk bangsa dan negara,3
Ugwav5_DBSRvX7MYXNd4AaABAg,41RGl7dq8YQ,@enceyantopermana680,0,2025-02-21T13:36:27Z,2025-02-21T13:36:27Z,Saya gak ngerti efisiensi yg jelas saya sebagai pekerja harian di proyek di off karena efisiensi anggaran,Saya gak ngerti efisiensi yg jelas saya sebagai pekerja harian di proyek di off karena efisiensi anggaran,saya gak ngerti efisiensi yg jelas saya sebagai pekerja harian di proyek di off karena efisiensi anggaran,2
Ugwh14ZhdZoejwOovXl4AaABAg,41RGl7dq8YQ,@TendoG4m3,0,2025-02-21T13:32:33Z,2025-02-21T13:32:33Z,efisiensi retret 13M!! wkwkwkwk,efisiensi retret 13M!! wkwkwkwk,efisiensi retret 13m!! wkwkwkwk,1
UgxsbpZDOyQuMVCDuiF4AaABAg,41RGl7dq8YQ,@TrilogiEma,0,2025-02-21T13:22:45Z,2025-02-21T13:22:45Z,Saya sangat mendukung kebijakan efisiensi ini. Ini adalah langkah yang tepat untuk memastikan bahwa anggaran negara digunakan secara efektif dan efisien untuk kepentingan rakyat.,Saya sangat mendukung kebijakan efisiensi ini. Ini adalah langkah yang tepat untuk memastikan bahwa anggaran negara digunakan secara efektif dan efisien untuk kepentingan rakyat.,saya sangat mendukung kebijakan efisiensi ini. ini adalah langkah yang tepat untuk memastikan bahwa anggaran negara digunakan secara efektif dan efisien untuk kepentingan rakyat.,3
UgxH4EOBg-BHzILrcHR4AaABAg,41RGl7dq8YQ,@ayipa,0,2025-02-21T13:17:40Z,2025-02-21T13:17:40Z,kondisi yang sebenarnya terjadi adalah ketika mahasiswa menjadi menggurui para guru dan senior di pemerintahan dan tiba tiba sihir terhadap mahasiswa ini membuat halusinasi pada mahasiswa ini menjadi seolah olah penyelamat negara padahal dia sedang menghancurkan negara jadi mata dan pikirannya itu tidak nyambung sebagai mahasiswa,kondisi yang sebenarnya terjadi adalah ketika mahasiswa menjadi menggurui para guru dan senior di pemerintahan dan tiba tiba sihir terhadap mahasiswa ini membuat halusinasi pada mahasiswa ini menjadi seolah olah penyelamat negara padahal dia sedang menghancurkan negara jadi mata dan pikirannya itu tidak nyambung sebagai mahasiswa,kondisi yang sebenarnya terjadi adalah ketika mahasiswa menjadi menggurui para guru dan senior di pemerintahan dan tiba tiba sihir terhadap mahasiswa ini membuat halusinasi pada mahasiswa ini menjadi seolah olah penyelamat negara padahal dia sedang menghancurkan negara jadi mata dan pikirannya itu tidak nyambung sebagai mahasiswa,3
Ugw33wW7emUcV5c3bXd4AaABAg,41RGl7dq8YQ,@RusliMuhyidin,2,2025-02-21T05:03:54Z,2025-02-21T05:03:54Z,Dengerin tuh baik baik wahai mahasiswa,Dengerin tuh baik baik wahai mahasiswa,dengerin tuh baik baik wahai mahasiswa,3
UgwBFhVhEY1dnhod-U54AaABAg,41RGl7dq8YQ,@Hardynata,0,2025-02-21T04:00:17Z,2025-02-21T04:00:17Z,"Banyak chat mempertanyakan TUKIN, untuk pembayaran TUKIN tergantung DATA yang di kirim oleh Kampus/Universitas, jadi terkait pembayaran TUKIN yang tdk terbayarkan sejak tahun 2020 silahkan tanyakan ke KANWIL, biasanya di sana dana di endapkan ( Bebagi Pengalaman ). 
Jadi untuk TUKIN biasanya jika data sudah masuk di DIKTI pasti sudah terbayarkan namun sayangnya kebijakan tahun² sebelumnya penyaluran dari Kanwil Prov masing².. 🙏","Banyak chat mempertanyakan TUKIN, untuk pembayaran TUKIN tergantung DATA yang di kirim oleh Kampus/Universitas, jadi terkait pembayaran TUKIN yang tdk terbayarkan sejak tahun 2020 silahkan tanyakan ke KANWIL, biasanya di sana dana di endapkan ( Bebagi Pengalaman ). 
Jadi untuk TUKIN biasanya jika data sudah masuk di DIKTI pasti sudah terbayarkan namun sayangnya kebijakan tahun2 sebelumnya penyaluran dari Kanwil Prov masing2.. ","banyak chat mempertanyakan tukin, untuk pembayaran tukin tergantung data yang di kirim oleh kampus/universitas, jadi terkait pembayaran tukin yang tdk terbayarkan sejak tahun 2020 silahkan tanyakan ke kanwil, biasanya di sana dana di endapkan ( bebagi pengalaman ). 
jadi untuk tukin biasanya jika data sudah masuk di dikti pasti sudah terbayarkan namun sayangnya kebijakan tahun2 sebelumnya penyaluran dari kanwil prov masing2.. ",3
UgwWqb836LLA-M9ySht4AaABAg,41RGl7dq8YQ,@ratihrinendyaputri6841,0,2025-02-21T03:31:51Z,2025-02-21T03:31:51Z,"KIP mohon tepat sasaran jjuga ya, banyak yang mampu mendapatkan KIP jadi ngk efisien","KIP mohon tepat sasaran juga ya, banyak yang mampu mendapatkan KIP jadi gak efisien","kip mohon tepat sasaran jjuga ya, banyak yang mampu mendapatkan kip jadi ngk efisien",2
Ugx6CO6JAQx6vjARQnN4AaABAg,41RGl7dq8YQ,@itakosasih1558,0,2025-02-21T03:12:10Z,2025-02-21T03:12:10Z,Wakil hadapi mahasiswa beberapa mahasiswa jelaskan sj ga usah takut,Wakil hadapi mahasiswa beberapa mahasiswa jelaskan saja ga usah takut,wakil hadapi mahasiswa beberapa mahasiswa jelaskan sj ga usah takut,2
UgwJkEDoR7QdlNnmE_94AaABAg,41RGl7dq8YQ,@YusufSetiawan-rf4er,0,2025-02-21T02:46:48Z,2025-02-21T02:46:48Z,Makan giji graatiis d sekolah 1x... Bp nya kena phk,Makan bergizi gratis di sekolah 1x... Bapak nya kena phk,makan giji graatiis d sekolah 1x... bp nya kena phk,1
UgyBGkDYHgBQLFDsTa94AaABAg,41RGl7dq8YQ,@jabezabe5457,0,2025-02-21T02:10:12Z,2025-02-21T02:10:12Z,harusnya mbanya ini langsung saja diangkat jadi menteri,harusnya mbanya ini langsung saja diangkat jadi menteri,harusnya mbanya ini langsung saja diangkat jadi menteri,3
UgziwTrh9YIKcWHsaeR4AaABAg,41RGl7dq8YQ,@dinyahome,0,2025-02-21T02:06:19Z,2025-02-21T02:06:19Z,"""Apakah memang perjalanan dinas dll 3 trilyun sebelum efisiensi?? Ya bisa."" 💩💩💩","""Apakah memang perjalanan dinas dll 3 trilyun sebelum efisiensi?? Ya bisa."" ","""apakah memang perjalanan dinas dll 3 trilyun sebelum efisiensi?? ya bisa."" ",1
Ugz1JuVTulh6BcdSw4h4AaABAg,41RGl7dq8YQ,@MhdkhalidPmh,0,2025-02-21T02:01:59Z,2025-02-21T02:01:59Z,BERSIHKAN MAFIA ANGGARAN DI NKRI TERCINTA. INI AKSI MURNI MAHASISWA ATW ADA UDANG DI BALIK BATU,BERSIHKAN MAFIA ANGGARAN DI NKRI TERCINTA. INI AKSI MURNI MAHASISWA ATW ADA UDANG DI BALIK BATU,bersihkan mafia anggaran di nkri tercinta. ini aksi murni mahasiswa atw ada udang di balik batu,1
UgyB9eTSTUcKk2NikAR4AaABAg,41RGl7dq8YQ,@andrewpasaribu5597,0,2025-02-21T01:43:34Z,2025-02-21T01:43:34Z,"Ga dapat makan siang masih kena efisiensi, seremonial juga paling beberapa kali masih kena efisiensi, perjabat sekali rapat sekali makan pagi sampai malam, cuek. Kenapa efisiensi tidak dimulai dari dalam, dari mengurusi kabinet gendut serta biaya penunjang pejabat? Alih-alih memotong anggaran ""tet... tot... tet... tot"" yang dipotong anggaran pendidikan. Emang bener kalau udah jadi pejabat naluri berpikirnya mati. Pejabat pikir lucu buat kebijakan semena-mena, rakyatnya bodoh, masyarakatnya sengsara, makan malam tunggu makan siang. Belum ada setahun sekali keluar perintah pasti isinya duka, lapangan kerja sedikit, disuruh survive di negeri antar berantah dibilang tidak nasionalis, negeri konyol.","Ga dapat makan siang masih kena efisiensi, seremonial juga paling beberapa kali masih kena efisiensi, perjabat sekali rapat sekali makan pagi sampai malam, cuek. Kenapa efisiensi tidak dimulai dari dalam, dari mengurusi kabinet gendut serta biaya penunjang pejabat? Alih-alih memotong anggaran ""tet... tot... tet... tot"" yang dipotong anggaran pendidikan. Emang bener kalau udah jadi pejabat naluri berpikirnya mati. Pejabat pikir lucu buat kebijakan semena-mena, rakyatnya bodoh, masyarakatnya sengsara, makan malam tunggu makan siang. Belum ada setahun sekali keluar perintah pasti isinya duka, lapangan kerja sedikit, disuruh survive di negeri antar berantah dibilang tidak nasionalis, negeri konyol.","ga dapat makan siang masih kena efisiensi, seremonial juga paling beberapa kali masih kena efisiensi, perjabat sekali rapat sekali makan pagi sampai malam, cuek. kenapa efisiensi tidak dimulai dari dalam, dari mengurusi kabinet gendut serta biaya penunjang pejabat? alih-alih memotong anggaran ""tet... tot... tet... tot"" yang dipotong anggaran pendidikan. emang bener kalau udah jadi pejabat naluri berpikirnya mati. pejabat pikir lucu buat kebijakan semena-mena, rakyatnya bodoh, masyarakatnya sengsara, makan malam tunggu makan siang. belum ada setahun sekali keluar perintah pasti isinya duka, lapangan kerja sedikit, disuruh survive di negeri antar berantah dibilang tidak nasionalis, negeri konyol.",1
UgwQU_ZHetyqLEWbm1J4AaABAg,41RGl7dq8YQ,@AdeWahyu-zr6ss,1,2025-02-21T01:21:27Z,2025-02-21T01:21:27Z,Saya ajah yg nggak kuliah faham dgn yg di jelaskan oleh bu wamen masa kalian yg pada kuliah belum faham juga,Saya aja yg nggak kuliah paham dengan yg di jelaskan oleh bu wamen masa kalian yg pada kuliah belum faham juga,saya ajah yg nggak kuliah faham dgn yg di jelaskan oleh bu wamen masa kalian yg pada kuliah belum faham juga,3
Ugz_-sOZFNzHywl063l4AaABAg,41RGl7dq8YQ,@RinggoStar-ht9gd,0,2025-02-21T01:03:18Z,2025-02-21T01:03:18Z,Sy berharap pemerintah tidak BOHONG dgn alasan efisiensi....,Sy berharap pemerintah tidak BOHONG dgn alasan efisiensi....,sy berharap pemerintah tidak bohong dgn alasan efisiensi....,2
UgwlPXi5WuWTAF9XrDx4AaABAg,41RGl7dq8YQ,@fitri1781,0,2025-02-21T00:19:01Z,2025-02-21T00:19:01Z,gak mundur aja bu 😁,gak mundur aja bu ,gak mundur aja bu ,1
UgwCrjAug19Q1nydQ3B4AaABAg,41RGl7dq8YQ,@chillajages,1,2025-02-21T00:01:44Z,2025-02-21T00:01:44Z,Sangat mudah dimengerti 🙏,Sangat mudah dimengerti ,sangat mudah dimengerti ,3
Ugydu3fZu1CdOJS2zeh4AaABAg,41RGl7dq8YQ,@duniaaksesoris2509,0,2025-02-20T18:45:29Z,2025-02-20T18:45:29Z,"itu kacamatanya mirip kayak pas mau tes minus di optik , hahaha","itu kacamatanya mirip kayak pas mau tes minus di optik , hahaha","itu kacamatanya mirip kayak pas mau tes minus di optik , hahaha",2
UgwJaRbiAzDeoXI_IC94AaABAg,41RGl7dq8YQ,@rismamuttaqin860,0,2025-02-20T17:49:07Z,2025-02-20T17:49:07Z,Rakyat layak bahagia,Rakyat layak bahagia,rakyat layak bahagia,2
UgyVDTjk_4bMePDz1J94AaABAg,41RGl7dq8YQ,@rismamuttaqin860,0,2025-02-20T17:48:47Z,2025-02-20T17:48:47Z,Nice ini,Nice ini,nice ini,3
UgwjsNo388PhM6wwAFZ4AaABAg,41RGl7dq8YQ,@ingemangundap3195,0,2025-02-20T16:53:14Z,2025-02-20T16:53:14Z,Nah mahasiswa harusnya dari awal ssh diskusi dgn Wamen yg keren ini,Nah mahasiswa harusnya dari awal susah diskusi dgn Wamen yg keren ini,nah mahasiswa harusnya dari awal ssh diskusi dgn wamen yg keren ini,3
UgxdCNj4q6_fr8e7Emt4AaABAg,41RGl7dq8YQ,@kanjengAnglingDarmo,0,2025-02-20T16:52:32Z,2025-02-20T16:52:32Z,"Intel asing mulai masuk menyebar isu hoax menggunakan LSM dan ormas mahasiswa... efek perdana karena Indonesia masuk BRICS dan mulai mencoba berdikari.. pola yang sama saat masa Soeharto dan soekarno.
saat situasi mulai kacau mereka menyusup ke TNI polri.. hati hati.
lanjutkan pak Prabowo kami mendukung mu!!! Dengan dannaantara l..bank emas, efisiensi tanpa utang dan tergantung pada asing!!","Intel asing mulai masuk menyebar isu hoax menggunakan LSM dan ormas mahasiswa... efek perdana karena Indonesia masuk BRICS dan mulai mencoba berdikari.. pola yang sama saat masa Soeharto dan soekarno.
saat situasi mulai kacau mereka menyusup ke TNI polri.. hati hati.
lanjutkan pak Prabowo kami mendukung mu!!! Dengan danantara bank emas, efisiensi tanpa utang dan tergantung pada asing!!","intel asing mulai masuk menyebar isu hoax menggunakan lsm dan ormas mahasiswa... efek perdana karena indonesia masuk brics dan mulai mencoba berdikari.. pola yang sama saat masa soeharto dan soekarno.
saat situasi mulai kacau mereka menyusup ke tni polri.. hati hati.
lanjutkan pak prabowo kami mendukung mu!!! dengan dannaantara l..bank emas, efisiensi tanpa utang dan tergantung pada asing!!",3
UgxY1HShR2Gnu9Sc_0x4AaABAg,41RGl7dq8YQ,@kayanayamka,0,2025-02-20T15:49:25Z,2025-02-20T15:49:25Z,"Saya pendidik, mendukung pemerintah dan setuju efisiensi anggaran pendidikan khususnya hapus dana bosp, banyak kepala sekolah yg berharap dana bosp DIHAPUS.","Saya pendidik, mendukung pemerintah dan setuju efisiensi anggaran pendidikan khususnya hapus dana bosp, banyak kepala sekolah yg berharap dana bosp DIHAPUS.","saya pendidik, mendukung pemerintah dan setuju efisiensi anggaran pendidikan khususnya hapus dana bosp, banyak kepala sekolah yg berharap dana bosp dihapus.",3
Ugx_kFqrRnv9-qmpxqB4AaABAg,41RGl7dq8YQ,@hrwstudio4104,0,2025-02-20T13:24:22Z,2025-02-20T13:24:22Z,"Yuk dijelaskan secara terang pada rakyat, jangan sampai info simpangsiur digunakan utk manuver oknum2 yg ingin menikmati biaya2 ghoib.","Yuk dijelaskan secara terang pada rakyat, jangan sampai info simpang siur digunakan untuk manuver oknum yg ingin menikmati biaya2 ghoib.","yuk dijelaskan secara terang pada rakyat, jangan sampai info simpangsiur digunakan utk manuver oknum2 yg ingin menikmati biaya2 ghoib.",2
UgwmraMz5U3SR_kLxR14AaABAg,41RGl7dq8YQ,@Mr.dojiii,0,2025-02-20T13:19:38Z,2025-02-20T13:19:38Z,"Harap media jangan suka provokasi, kalau suatu hari indonesia hancur. Itu salah kalian para media. Dan yg rugi anak dan cucu kalian juga. Makanya cari duit yang wajar saja.","Harap media jangan suka provokasi, kalau suatu hari indonesia hancur. Itu salah kalian para media. Dan yg rugi anak dan cucu kalian juga. Makanya cari duit yang wajar saja.","harap media jangan suka provokasi, kalau suatu hari indonesia hancur. itu salah kalian para media. dan yg rugi anak dan cucu kalian juga. makanya cari duit yang wajar saja.",2
UgwdWwHQ8fJIuci0VL94AaABAg,41RGl7dq8YQ,@jatinova1962,0,2025-02-20T13:15:39Z,2025-02-20T13:15:39Z,Sungguh disayangkan para mahasiswa tdk mengerti efisiensi yg diprogramkan pemerintah. Hal ini krn mahasiswa telah disponsori oleh parpol yg kalah di Pilpres.,Sungguh disayangkan para mahasiswa tdk mengerti efisiensi yg diprogramkan pemerintah. Hal ini krn mahasiswa telah disponsori oleh parpol yg kalah di Pilpres.,sungguh disayangkan para mahasiswa tdk mengerti efisiensi yg diprogramkan pemerintah. hal ini krn mahasiswa telah disponsori oleh parpol yg kalah di pilpres.,3
Ugws2nqBJ6khNWVX9nt4AaABAg,41RGl7dq8YQ,@ShofiaRahman-e6i,0,2025-02-20T12:50:15Z,2025-02-20T12:50:15Z,"kan professor, coba kasih datanya minimal master plan kalau udah terlaksana kita liat penerapannya gimana. gw udah males pemerintah udah seriiing banget omon nya manis taunya paitttt. moga aja ibu wamen ini omongannya bisa dipercaya","kan professor, coba kasih datanya minimal master plan kalau udah terlaksana kita liat penerapannya gimana. gw udah males pemerintah udah seriiing banget omon nya manis taunya paitttt. moga aja ibu wamen ini omongannya bisa dipercaya","kan professor, coba kasih datanya minimal master plan kalau udah terlaksana kita liat penerapannya gimana. gw udah males pemerintah udah seriiing banget omon nya manis taunya paitttt. moga aja ibu wamen ini omongannya bisa dipercaya",1
UgxQjtNsi-LalKASDAJ4AaABAg,41RGl7dq8YQ,@TokoE-ot6gs,0,2025-02-20T12:50:14Z,2025-02-20T12:50:14Z,"Ketakutan biaya kuliah naik, sampai bikin gaduh! 😢","Ketakutan biaya kuliah naik, sampai bikin gaduh! ","ketakutan biaya kuliah naik, sampai bikin gaduh! ",2
UgyxqIi6Ms2cAkJ8cQp4AaABAg,41RGl7dq8YQ,@muhammadfirmangmail5,0,2025-02-20T11:58:13Z,2025-02-20T11:58:13Z,"Makin lama, bu wamen makin kelihatan gak paham juga..","Makin lama, bu wamen makin kelihatan gak paham juga..","makin lama, bu wamen makin kelihatan gak paham juga..",1
UgxDFHtDa6H31OgImoB4AaABAg,41RGl7dq8YQ,@adranikakoe,2,2025-02-20T07:42:05Z,2025-02-20T07:42:05Z,"untuk memulai sesuatu yang besar pasti akan sulit, tapi pemerintah prabowo sangat berani melangkah.... ini luar biasa dan tidak hanya omon2 apalagi teriak2 ndak jelas kayak para pendemo yang ndak sadar kalo dimanfaatkan oleh para penghianat. Jujur aja banyak yang muak dengan kelakuan para pendemo.... kenapa mereka tidak mendemo DPR yang jelas2 tidak segera mengesahkan UU perampasan asset, atau mendesak pemerintah segera menangani pagar laut, atau mendesa untuk menuntaskan kasus hasto, mafia ormas dan lain2 yang lebih penting ??? Kalian tidak melihat itu kah ?? atau masa bodoh karena ndak ada untungnya buat kalian ??? inikah wajah pemuda kita ???","untuk memulai sesuatu yang besar pasti akan sulit, tapi pemerintah prabowo sangat berani melangkah.... ini luar biasa dan tidak hanya omonomon apalagi teriak-teriak gk jelas kayak para pendemo yang gak sadar kalo dimanfaatkan oleh para penghianat. Jujur aja banyak yang muak dengan kelakuan para pendemo.... kenapa mereka tidak mendemo DPR yang jelas2 tidak segera mengesahkan UU perampasan asset, atau mendesak pemerintah segera menangani pagar laut, atau mendesa untuk menuntaskan kasus hasto, mafia ormas dan lain2 yang lebih penting ??? Kalian tidak melihat itu kah ?? atau masa bodoh karena ndak ada untungnya buat kalian ??? inikah wajah pemuda kita ???","untuk memulai sesuatu yang besar pasti akan sulit, tapi pemerintah prabowo sangat berani melangkah.... ini luar biasa dan tidak hanya omon2 apalagi teriak2 ndak jelas kayak para pendemo yang ndak sadar kalo dimanfaatkan oleh para penghianat. jujur aja banyak yang muak dengan kelakuan para pendemo.... kenapa mereka tidak mendemo dpr yang jelas2 tidak segera mengesahkan uu perampasan asset, atau mendesak pemerintah segera menangani pagar laut, atau mendesa untuk menuntaskan kasus hasto, mafia ormas dan lain2 yang lebih penting ??? kalian tidak melihat itu kah ?? atau masa bodoh karena ndak ada untungnya buat kalian ??? inikah wajah pemuda kita ???",3
